action,artist_folder,title,old_path,new_path,reason
would_move,"The Corrs",untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Corrs - Don't Tell Me You Love Me.kar","/storage/emulated/0/htdocs/midisnd/The Corrs/untitled - The Corrs.kar",
would_move,you,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tom Jones - Sexbomb.kar","/storage/emulated/0/htdocs/midisnd/you/Soft Karaoke - you.kar",
would_move,day,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Usa For Africa - We Are The World.kar","/storage/emulated/0/htdocs/midisnd/day/Soft Karaoke - day.kar",
would_move,my,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Away In A Manger.kar","/storage/emulated/0/htdocs/midisnd/my/Soft Karaoke - my.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Jingle Bells.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - O Come All Ye Faithful.kar",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - O Little Town Of Bethlehem.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Rusty Chevrolet (Parody Of Jingle Bells).kar",,"no artist meta"
skip_no_artist,,"Sana'y Ikaw Na Nga","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Sana'y Ikaw Na Nga - Basil Valdez.kar",,"no artist meta"
would_move,"NoteWorthy Composer",angel_-_shaggy,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Shaggy - Angel.kar","/storage/emulated/0/htdocs/midisnd/NoteWorthy Composer/angel_ - _shaggy - NoteWorthy Composer.kar",
would_move,"Mike M","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Shania Twain - From This Moment On.kar","/storage/emulated/0/htdocs/midisnd/Mike M/Soft karaoke - Mike M.kar",
skip_no_artist,,SINTA,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Sinta- Aegis.kar",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tagalog - ANAK (freddie aguilar).mid",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tagalog - ANAK (reggae).mid",,"no artist meta"
skip_no_artist,,Melody,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tala - Sarah Geronimo (1).kar",,"no artist meta"
would_move,"Jim Smith","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Carpenters - Hurting Each Other.kar","/storage/emulated/0/htdocs/midisnd/Jim Smith/Soft Karaoke - Jim Smith.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Carpenters - Superstar.kar",,"no artist meta"
would_move,"The Corrs","Only WhenI","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Corrs - Only When I Sleep.kar","/storage/emulated/0/htdocs/midisnd/The Corrs/Only WhenI - The Corrs.kar",
would_move,"Karen Jones",untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Corrs - Radio.kar","/storage/emulated/0/htdocs/midisnd/Karen Jones/untitled - Karen Jones.kar",
would_move,jol,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Deck The Halls.kar","/storage/emulated/0/htdocs/midisnd/jol/Soft Karaoke - jol.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Do They Know It's Christmas.kar",,"no artist meta"
would_move,gol,untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Holly Jolly Christmas.kar","/storage/emulated/0/htdocs/midisnd/gol/untitled - gol.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Rockin' Around The Christmas Tree.kar",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Santa Claus Is Comin' To Town.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Xmas Carol ( Irving - White Christmas.kar",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Rick Astley - Never Gonna Give You Up.kar",,"no artist meta"
would_move,"E.J.B. kar by Mike M","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Roxette - Vulnerable.kar","/storage/emulated/0/htdocs/midisnd/E.J.B. kar by Mike M/Soft karaoke - E.J.B. kar by Mike M.kar",
skip_no_artist,,"Freddie Aguilar - Sa Kuko Ng Agila","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Sa Kuko Ng Agila-Freddie Aguilar.kar",,"no artist meta"
skip_no_artist,,"Sana Ngayong Pasko","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Sana Ngayong Pasko - Ariel Rivera.kar",,"no artist meta"
skip_no_artist,,"Sana'y Bigyan Mo Ng Pansin","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Sana'y Bigyan Mo Ng Pansin - J Brothers.kar",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Spoliarium - Eraserheads.kar",,"no artist meta"
skip_no_artist,,"Estudyante Blues - Freddie Aguilar","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tagalog - ESTUDYANTE BLUES (Freddie Aguilar).mid",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tagalog - KUMUSTA KA (Freddie Aguilar).mid",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tagalog - MAGDALENA (Freddie Aguilar).mid",,"no artist meta"
would_move,"Raphael Pungin. br326@cleveland.freenet.edu","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Bangles - Eternal Flame.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin. br326@cleveland.freenet.edu/Soft Karaoke - Raphael Pungin. br326@cleveland.freenet.edu.kar",
would_move,the,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Bangles - Walk Like An Egyptian.kar","/storage/emulated/0/htdocs/midisnd/the/Soft karaoke - the.kar",
would_move,"Karen Jones","The Corrs - Irresistable","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/The Corrs - Irresistible.kar","/storage/emulated/0/htdocs/midisnd/Karen Jones/The Corrs - Irresistable - Karen Jones.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Titanic - My Heart Will Go On.kar",,"no artist meta"
would_move,"Bunty Pritchard Jones","KN3000 FALL_IN","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tom Jones - I'm Never Gonna Fall In Love Again.kar","/storage/emulated/0/htdocs/midisnd/Bunty Pritchard Jones/KN3000 FALL_IN - Bunty Pritchard Jones.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Tony Orlando & Dawn - Knock Three Times.kar",,"no artist meta"
skip_no_artist,,"My Love","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/Westlife - My Love.kar",,"no artist meta"
would_move,high,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Hark! The Herald Angels Sing.kar","/storage/emulated/0/htdocs/midisnd/high/Soft Karaoke - high.kar",
would_move,the,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - Nuclear Winter Wonderland.kar","/storage/emulated/0/htdocs/midisnd/the/Soft karaoke - the.kar",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/karfromFB/X - Christmas - O Tannenbaum (Oh Christmas Tree).kar",,"no artist meta"
skip_no_artist,,YOU,"/storage/emulated/0/htdocs/midisnd/midi/karfromFB/You - Basil Valdez.kar",,"no artist meta"
skip_no_artist,,MELODY,/storage/emulated/0/htdocs/midisnd/midi/dlKar/102489.mid,,"no artist meta"
would_move,Perry,untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/2292-Dont stop Believing.mid","/storage/emulated/0/htdocs/midisnd/Perry/untitled - Perry.mid",
would_move,"Ray Bennett - kar by Mike M (July 2000)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/7 Twenty 7 (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Ray Bennett - kar by Mike M (July 2000)/Soft karaoke - Ray Bennett - kar by Mike M (July 2000).mid",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Aegis - Medley.mid",,"no artist meta"
skip_no_artist,,"EYE IN THE SKY ;Eric Woolfson / Alan Parsons","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Alan Parsons Project - Eye In The Sky.kar",,"no artist meta"
skip_no_artist,,melody-1,/storage/emulated/0/htdocs/midisnd/midi/dlKar/allalone.mid,,"no artist meta"
skip_no_artist,,,/storage/emulated/0/htdocs/midisnd/midi/dlKar/AllAtOnce.mid,,"no artist meta"
skip_no_artist,,"Re-mix by alex@primenet.com",/storage/emulated/0/htdocs/midisnd/midi/dlKar/AloneAgainNaturally.mid,,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Alphaville - Forever Young.kar",,"no artist meta"
skip_no_artist,,"ANG PAGIBIG KONG ITO","/storage/emulated/0/htdocs/midisnd/midi/dlKar/ANG PAGIBIG KONG ITO_(218425).kar",,"no artist meta"
would_move,"Raphael Pungin (raphael@cnct.com)",untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Aubrey 2 (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/untitled - Raphael Pungin (raphael@cnct.com).mid",
skip_no_artist,,"We're All Alone",/storage/emulated/0/htdocs/midisnd/midi/dlKar/AUD_AP3341.mid,,"no artist meta"
would_move,"Mr KarPlay","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Bailamos (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Mr KarPlay/Soft karaoke - Mr KarPlay.mid",
skip_no_artist,,,/storage/emulated/0/htdocs/midisnd/midi/dlKar/Blackpink-DDU-DU-DDU-DU-Anonymous-20191222092818-nonstop2k.com.mid,,"no artist meta"
skip_no_artist,,melody-1,/storage/emulated/0/htdocs/midisnd/midi/dlKar/Boz_Scaggs_-_We're_All_Alone.mid,,"no artist meta"
would_move,"Chris Hankins 1999",LEAD,/storage/emulated/0/htdocs/midisnd/midi/dlKar/Boz_Scaggs_-_What_Can_I_Say.mid,"/storage/emulated/0/htdocs/midisnd/Chris Hankins 1999/LEAD - Chris Hankins 1999.mid",
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Bryan Adams - Heaven.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Chris Reed","Soft Karaoke",/storage/emulated/0/htdocs/midisnd/midi/dlKar/Bryan_Adams_Everything_I_Do_I_Do_It_For_You.mid,"/storage/emulated/0/htdocs/midisnd/Chris Reed/Soft Karaoke - Chris Reed.mid",
would_move,Eugene,untitled,/storage/emulated/0/htdocs/midisnd/midi/dlKar/BUWAN.kar,"/storage/emulated/0/htdocs/midisnd/Eugene/untitled - Eugene.kar",
would_move,"Jens Ackermann","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/By John Lennon - Strawberry Fields Forever.kar","/storage/emulated/0/htdocs/midisnd/Jens Ackermann/Soft karaoke - Jens Ackermann.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Captain & Tenille - Do That To Me One More Time.kar",,"no artist meta"
skip_no_artist,,Entmischt,/storage/emulated/0/htdocs/midisnd/midi/dlKar/Cherish-1.mid,,"no artist meta"
skip_no_artist,,,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/CHICAGO.You're the inspiration K.mid",,"no artist meta"
would_move,"NoteWorthy Composer",come_on_over_baby_-_christina_aguilera,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Christina Aguilera - Come On Over Baby (All I Want Is You).kar","/storage/emulated/0/htdocs/midisnd/NoteWorthy Composer/come_on_over_baby_ - _christina_aguilera - NoteWorthy Composer.kar",
would_move,"Christina Aguilera","I Turn To You","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Christina Aguilera - I Turn To You.kar","/storage/emulated/0/htdocs/midisnd/Christina Aguilera/I Turn To You - Christina Aguilera.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Classic IV - Traces.kar",,"no artist meta"
would_move,Marcos,"(C) KarMaker - UNREGISTERED VER","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Crawling (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Marcos/(C) KarMaker - UNREGISTERED VER - Marcos.mid",
skip_no_artist,,"FOOLISH BEAT","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Debbie Gibson - Foolish Beat(1988)[1].kar",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Debbie Gibson - Lost In Your Eyes.kar",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Diane Warwick - That's What Friends Are For.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Raphael Pungin (raphael@cnct.com)","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Diary (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft Karaoke - Raphael Pungin (raphael@cnct.com).mid",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Enya - Anywhere Is.kar",,"no artist meta"
would_move,"GNMIDI 2.0 demo version during 5 days free testing phase",untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Enya - May It Be.kar","/storage/emulated/0/htdocs/midisnd/GNMIDI 2.0 demo version during 5 days free testing phase/untitled - GNMIDI 2.0 demo version during 5 days free testing phase.kar",
would_move,night,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Enya - On My Way Home.kar","/storage/emulated/0/htdocs/midisnd/night/Soft karaoke - night.kar",
would_move,Enya,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Enya - Only If.kar","/storage/emulated/0/htdocs/midisnd/Enya/Soft karaoke - Enya.kar",
would_move,"ear from hearing the Jay Leno show video. It may be updated after the music is made available","""Only Time"" by ENYA (Sequenced By F.DiGiovannangelo)","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Enya - Only Time.kar","/storage/emulated/0/htdocs/midisnd/ear from hearing the Jay Leno show video. It may be updated after the music is made available/Only Time by ENYA (Sequenced By F.DiGiovannangelo) - ear from hearing the Jay Leno show video. It may be updated after the music is made available.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Europe - Carrie.kar",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Eurythmics - Sweet Dreams (Are Made Of This).kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Everything I Own (Karaoke).mid",,"no artist meta"
would_move,"MdB Software",Breathe,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Faith Hill - Breathe.kar","/storage/emulated/0/htdocs/midisnd/MdB Software/Breathe - MdB Software.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Faith Hill - This Kiss.kar",,"no artist meta"
would_move,look,untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Fame - Fame.kar","/storage/emulated/0/htdocs/midisnd/look/untitled - look.kar",
would_move,Ginny,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Gilbert O'sullivan - Alone Again (Naturally).kar","/storage/emulated/0/htdocs/midisnd/Ginny/Soft karaoke - Ginny.kar",
skip_no_artist,,"Re-mix by alex@primenet.com",/storage/emulated/0/htdocs/midisnd/midi/dlKar/Gilbert_O_Sullivan_-_Alone_Again_Naturally.mid,,"no artist meta"
would_move,"W2M 1.31.. made by loveforu","rc guitar",/storage/emulated/0/htdocs/midisnd/midi/dlKar/GoodTheBadAndTheUgly.mid,"/storage/emulated/0/htdocs/midisnd/W2M 1.31.. made by loveforu/rc guitar - W2M 1.31.. made by loveforu.mid",
would_move,"Raphael Pungin","Soft Karaoke",/storage/emulated/0/htdocs/midisnd/midi/dlKar/HeyJude.kar,"/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Raphael Pungin (raphael@cnct.com)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Guitar Man (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft karaoke - Raphael Pungin (raphael@cnct.com).mid",
skip_no_artist,,midiart,/storage/emulated/0/htdocs/midisnd/midi/dlKar/Happy-Birthday-To-You-4.mid,,"no artist meta"
would_move,high,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Hark The Herald Angels Sing (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/high/Soft Karaoke - high.mid",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Have I Told You Lately (Karaoke).mid",,"no artist meta"
would_move,"Blake Wallace - kar by Mike M","Barracuda by HEART","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Heart - Barracuda.kar","/storage/emulated/0/htdocs/midisnd/Blake Wallace - kar by Mike M/Barracuda by HEART - Blake Wallace - kar by Mike M.kar",
would_move,"Kadinja (Turma do cante!)","Enrique Iglesias - Heroe","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Hero (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Kadinja (Turma do cante!)/Enrique Iglesias - Heroe - Kadinja (Turma do cante!).mid",
skip_no_artist,,,/storage/emulated/0/htdocs/midisnd/midi/dlKar/hotdogmanila.mid,,"no artist meta"
would_move,the,"I-Scream Music Productions, ejes 1996","/storage/emulated/0/htdocs/midisnd/midi/dlKar/I Swear 1 (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/the/I - Scream Music Productions, ejes 1996 - the.mid",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/I Write The Songs (Karaoke).mid",,"no artist meta"
skip_no_artist,,"IKAW PA RIN","/storage/emulated/0/htdocs/midisnd/midi/dlKar/IKAW PA RIN_(218453).kar",,"no artist meta"
skip_no_artist,,piano1,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/I'm Too Sexy.mid",,"no artist meta"
would_move,"Randy Goodrum","It's Sad To Belong","/storage/emulated/0/htdocs/midisnd/midi/dlKar/John Ford Coley - It's Sad To Belong.kar","/storage/emulated/0/htdocs/midisnd/Randy Goodrum/It's Sad To Belong - Randy Goodrum.kar",
skip_no_artist,,"YOU RAISE ME UP",/storage/emulated/0/htdocs/midisnd/midi/dlKar/Josh_groban-You_raise_me_up.mid,,"no artist meta"
would_move,"Mr KarPlay","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Journey - Don't Stop Believin'.kar","/storage/emulated/0/htdocs/midisnd/Mr KarPlay/Soft karaoke - Mr KarPlay.kar",
skip_no_artist,,"Hajji Alejandro - Kay Ganda Ng Ating Musika (1978)","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Kay Ganda Ng Ating Musika (Hadji Alejandro).mid",,"no artist meta"
would_move,"ChartChai MeeSangNin (jeridu@yahoo.com)",<><><><><><><><><><><><><><>,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Kenny Rogers - Through The Years(1982)[1].kar","/storage/emulated/0/htdocs/midisnd/ChartChai MeeSangNin (jeridu@yahoo.com)/ - ChartChai MeeSangNin (jeridu@yahoo.com).kar",
skip_no_artist,,,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/koolkalang (1).mid",,"no artist meta"
skip_no_artist,,tk1,/storage/emulated/0/htdocs/midisnd/midi/dlKar/koolkalang.mid,,"no artist meta"
skip_no_artist,,,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/LAGUNA - SAMPAGUITA_Kar.mid",,"no artist meta"
skip_no_artist,,,/storage/emulated/0/htdocs/midisnd/midi/dlKar/laguna1.mid,,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Laura Branigan - Self Control.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/dlKar/Lintik-Brownman Revival.kar",,"no artist meta"
would_move,"Patrick Matte","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Los Del Rio - Macarena.kar","/storage/emulated/0/htdocs/midisnd/Patrick Matte/Soft Karaoke - Patrick Matte.kar",
would_move,"Raphael Pungin (raphael@cnct.com)","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Lost Without Your Love (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft Karaoke - Raphael Pungin (raphael@cnct.com).mid",
would_move,"Patrick Matte","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Macarena 3 (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Patrick Matte/Soft Karaoke - Patrick Matte.mid",
would_move,"Jim Smith","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Make It With You (Karaoke).mid","/storage/emulated/0/htdocs/midisnd/Jim Smith/Soft Karaoke - Jim Smith.mid",
would_move,notorazr,"Maling Akala/ORIGINAL:/Eraserheads/Sung by:Brownmen Revival","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Maling Akala-Brownman Revival.kar","/storage/emulated/0/htdocs/midisnd/notorazr/Maling Akala ORIGINAL Eraserheads Sung by Brownmen Revival - notorazr.kar",
would_move,you,"paint my love- michael learns to rock","/storage/emulated/0/htdocs/midisnd/midi/dlKar/Michael Learns To Rock - PAINT MY LOVE.mid","/storage/emulated/0/htdocs/midisnd/you/paint my love - michael learns to rock - you.mid",
